
BUSES AND NODES IN ACTIVE CIRCUIT: grid_model

                                    Coord                                 Number of     Nodes
  Bus          Base kV             (x, y)                      Keep?       Nodes        connected ...

"sourcebus"  10.000          (           NA,            NA )     No           3          1    2    3 
"2461"        0.400          ( 166.019      , 42.031       )     No           3          1    2    3 
"2462"        0.400          ( 197.915      , 59.122       )     No           3          1    2    3 
"2463"        0.400          ( 226.546      , 72.751       )     No           3          1    2    3 
"2464"        0.400          ( 227.672      , 77.184       )     No           3          1    2    3 
"2465"        0.400          ( 216.525      , 147.685      )     No           3          1    2    3 
"2466"        0.400          ( 247.268      , 143.443      )     No           3          1    2    3 
"2467"        0.400          ( 251          , 121.261      )     No           3          1    2    3 
"2468"        0.400          ( 244.685001   , 121.512      )     No           3          1    2    3 
"2469"        0.400          ( 244.685001   , 121.512      )     No           3          1    2    3 
"2470"        0.400          ( 184.279001   , 169.962999   )     No           3          1    2    3 
"2471"        0.400          ( 182.77       , 165.349      )     No           3          1    2    3 
"2472"        0.400          ( 182.955      , 166.21       )     No           3          1    2    3 
"2473"        0.400          ( 175.339      , 163.726      )     No           3          1    2    3 
"2474"        0.400          ( 180.497999   , 162.293      )     No           3          1    2    3 
"2475"        0.400          ( 146.444001   , 19.991       )     No           3          1    2    3 
"2476"        0.400          ( 149.767      , 35.479       )     No           3          1    2    3 
"2477"        0.400          ( 169          , 38.261       )     No           3          1    2    3 
"2478"        0.400          ( 197.465999   , 58.954       )     No           3          1    2    3 
"2479"        0.400          ( 226.477      , 72.502       )     No           3          1    2    3 
"2480"        0.400          ( 229          , 79.261       )     No           3          1    2    3 
"2481"        0.400          ( 216.644      , 147.82       )     No           3          1    2    3 
"2482"        0.400          ( 247.511      , 144.11       )     No           3          1    2    3 
"2483"        0.400          ( 244.541      , 121.467      )     No           3          1    2    3 
"2484"        0.400          ( 244.541      , 121.467      )     No           3          1    2    3 
"2485"        0.400          ( 184.802      , 171.884      )     No           3          1    2    3 
"2486"        0.400          ( 183.078001   , 165.256      )     No           3          1    2    3 
"2487"        0.400          ( 183.140001   , 166.487      )     No           3          1    2    3 
"2488"        0.400          ( 175.096999   , 163.776      )     No           3          1    2    3 
"2489"        0.400          ( 180.464      , 162.319      )     No           3          1    2    3 
"2490"        0.400          ( 146.563      , 19.899       )     No           3          1    2    3 
"2491"        0.400          ( 149.635      , 35.638       )     No           3          1    2    3 
"2492"        0.400          ( 196.607      , 58.667       )     No           3          1    2    3 
"2493"        0.400          ( 226.999999   , 69.261       )     No           3          1    2    3 
"2494"        0.400          ( 216.727999   , 148.023      )     No           3          1    2    3 
"2495"        0.400          ( 247.758      , 144.848      )     No           3          1    2    3 
"2496"        0.400          ( 243.927999   , 121.541      )     No           3          1    2    3 
"2497"        0.400          ( 243.927999   , 121.541      )     No           3          1    2    3 
"2498"        0.400          ( 185.122      , 173.072      )     No           3          1    2    3 
"2499"        0.400          ( 183.509001   , 165.133      )     No           3          1    2    3 
"2500"        0.400          ( 183.292999   , 166.671001   )     No           3          1    2    3 
"2501"        0.400          ( 174.753001   , 163.981999   )     No           3          1    2    3 
"2502"        0.400          ( 175.284      , 163.482      )     No           3          1    2    3 
"2503"        0.400          ( 146.81285392 , 19.903045818 )     No           3          1    2    3 
"2504"        0.400          ( 149.594001   , 35.776       )     No           3          1    2    3 
"2505"        0.400          ( 196.263001   , 58.438       )     No           3          1    2    3 
"2506"        0.400          ( 196.289      , 58.883001    )     No           3          1    2    3 
"2507"        0.400          ( 216.792      , 148.222999   )     No           3          1    2    3 
"2508"        0.400          ( 247.907      , 145.335      )     No           3          1    2    3 
"2509"        0.400          ( 244.335001   , 121.639      )     No           3          1    2    3 
"2510"        0.400          ( 244.335001   , 121.639      )     No           3          1    2    3 
"2511"        0.400          ( 239          , 117.261      )     No           3          1    2    3 
"2512"        0.400          ( 185.397      , 174.398      )     No           3          1    2    3 
"2513"        0.400          ( 184.279001   , 164.826      )     No           3          1    2    3 
"2514"        0.400          ( 183.571001   , 166.825      )     No           3          1    2    3 
"2515"        0.400          ( 174.568999   , 164.051      )     No           3          1    2    3 
"2516"        0.400          ( 174.431999   , 163.707001   )     No           3          1    2    3 
"2517"        0.400          ( 146.731      , 19.598       )     No           3          1    2    3 
"2518"        0.400          ( 150.538999   , 20.317       )     No           3          1    2    3 
"2519"        0.400          ( 149.095      , 19.94        )     No           3          1    2    3 
"2520"        0.400          ( 149.594001   , 35.921       )     No           3          1    2    3 
"2521"        0.400          ( 195.835001   , 58.104       )     No           3          1    2    3 
"2522"        0.400          ( 196.17       , 58.922001    )     No           3          1    2    3 
"2523"        0.400          ( 216          , 151.261001   )     No           3          1    2    3 
"2524"        0.400          ( 248.286999   , 146.707      )     No           3          1    2    3 
"2525"        0.400          ( 244.467001   , 121.725      )     No           3          1    2    3 
"2526"        0.400          ( 244.467001   , 121.725      )     No           3          1    2    3 
"2527"        0.400          ( 185.58       , 175.54       )     No           3          1    2    3 
"2528"        0.400          ( 184.863001   , 164.517999   )     No           3          1    2    3 
"2529"        0.400          ( 183.848001   , 166.856      )     No           3          1    2    3 
"2530"        0.400          ( 174.248      , 164.074      )     No           3          1    2    3 
"2531"        0.400          ( 172.113      , 164.234      )     No           3          1    2    3 
"2532"        0.400          ( 146.666999   , 19.553       )     No           3          1    2    3 
"2533"        0.400          ( 150.783      , 20.378       )     No           3          1    2    3 
"2534"        0.400          ( 149.261      , 19.892       )     No           3          1    2    3 
"2535"        0.400          ( 149.621001   , 36.107       )     No           3          1    2    3 
"2536"        0.400          ( 195.523      , 57.748       )     No           3          1    2    3 
"2537"        0.400          ( 196.072001   , 58.942       )     No           3          1    2    3 
"2538"        0.400          ( 248.239001   , 147.002001   )     No           3          1    2    3 
"2539"        0.400          ( 248.203      , 146.608      )     No           3          1    2    3 
"2540"        0.400          ( 248.893001   , 149.137      )     No           3          1    2    3 
"2541"        0.400          ( 244.572001   , 121.835999   )     No           3          1    2    3 
"2542"        0.400          ( 244.572001   , 121.835999   )     No           3          1    2    3 
"2543"        0.400          ( 185.854001   , 176.957      )     No           3          1    2    3 
"2544"        0.400          ( 185.590001   , 164.11       )     No           3          1    2    3 
"2545"        0.400          ( 184.309      , 166.764      )     No           3          1    2    3 
"2546"        0.400          ( 174.156      , 164.166      )     No           3          1    2    3 
"2547"        0.400          ( 166.488      , 165.473      )     No           3          1    2    3 
"2548"        0.400          ( 146.557001   , 19.448       )     No           3          1    2    3 
"2549"        0.400          ( 150.928999   , 20.509       )     No           3          1    2    3 
"2550"        0.400          ( 149.351      , 19.823       )     No           3          1    2    3 
"2551"        0.400          ( 149.703999   , 36.328001    )     No           3          1    2    3 
"2552"        0.400          ( 195.378      , 57.603       )     No           3          1    2    3 
"2553"        0.400          ( 195.967001   , 58.952       )     No           3          1    2    3 
"2554"        0.400          ( 248.218      , 147.147      )     No           3          1    2    3 
"2555"        0.400          ( 248.111      , 146.500999   )     No           3          1    2    3 
"2556"        0.400          ( 248.972      , 149.565      )     No           3          1    2    3 
"2557"        0.400          ( 244.651      , 121.984001   )     No           3          1    2    3 
"2558"        0.400          ( 244.651      , 121.984001   )     No           3          1    2    3 
"2559"        0.400          ( 186.539999   , 178.968999   )     No           3          1    2    3 
"2560"        0.400          ( 185.946      , 176.5        )     No           3          1    2    3 
"2561"        0.400          ( 185.857      , 163.892      )     No           3          1    2    3 
"2562"        0.400          ( 185.756      , 166.456      )     No           3          1    2    3 
"2563"        0.400          ( 174.11       , 164.372      )     No           3          1    2    3 
"2564"        0.400          ( 166.211999   , 165.519      )     No           3          1    2    3 
"2565"        0.400          ( 146.497      , 19.354       )     No           3          1    2    3 
"2566"        0.400          ( 151.031      , 20.997       )     No           3          1    2    3 
"2567"        0.400          ( 149.442999   , 19.32        )     No           3          1    2    3 
"2568"        0.400          ( 150.216001   , 37.343999    )     No           3          1    2    3 
"2569"        0.400          ( 195.091      , 57.15        )     No           3          1    2    3 
"2570"        0.400          ( 195.83       , 58.947       )     No           3          1    2    3 
"2571"        0.400          ( 248.207      , 147.246001   )     No           3          1    2    3 
"2572"        0.400          ( 248.014      , 146.367      )     No           3          1    2    3 
"2573"        0.400          ( 249.005999   , 150.031      )     No           3          1    2    3 
"2574"        0.400          ( 244.721      , 122.223999   )     No           3          1    2    3 
"2575"        0.400          ( 244.721      , 122.223999   )     No           3          1    2    3 
"2576"        0.400          ( 187.226      , 180.568      )     No           3          1    2    3 
"2577"        0.400          ( 186.449001   , 179.426      )     No           3          1    2    3 
"2578"        0.400          ( 185.990999   , 176.317      )     No           3          1    2    3 
"2579"        0.400          ( 186.342      , 163.237      )     No           3          1    2    3 
"2580"        0.400          ( 188.112      , 165.712001   )     No           3          1    2    3 
"2581"        0.400          ( 174.132999   , 164.556      )     No           3          1    2    3 
"2582"        0.400          ( 166.119      , 165.511999   )     No           3          1    2    3 
"2583"        0.400          ( 146.393001   , 19.181       )     No           3          1    2    3 
"2584"        0.400          ( 151.065      , 21.35        )     No           3          1    2    3 
"2585"        0.400          ( 149.606      , 19.143       )     No           3          1    2    3 
"2586"        0.400          ( 150.472001   , 37.717       )     No           3          1    2    3 
"2587"        0.400          ( 194.894999   , 56.689       )     No           3          1    2    3 
"2588"        0.400          ( 191.006      , 57.719001    )     No           3          1    2    3 
"2589"        0.400          ( 248.205      , 147.339      )     No           3          1    2    3 
"2590"        0.400          ( 247.933      , 146.228      )     No           3          1    2    3 
"2591"        0.400          ( 249.002      , 150.431      )     No           3          1    2    3 
"2592"        0.400          ( 244.895001   , 123.047      )     No           3          1    2    3 
"2593"        0.400          ( 244.895001   , 123.047      )     No           3          1    2    3 
"2594"        0.400          ( 187.638      , 181.3        )     No           3          1    2    3 
"2595"        0.400          ( 186.585999   , 179.928001   )     No           3          1    2    3 
"2596"        0.400          ( 186.173999   , 176.18       )     No           3          1    2    3 
"2597"        0.400          ( 186.609      , 162.655      )     No           3          1    2    3 
"2598"        0.400          ( 189.815      , 165.302      )     No           3          1    2    3 
"2599"        0.400          ( 174.628      , 166.736999   )     No           3          1    2    3 
"2600"        0.400          ( 166.038      , 165.479      )     No           3          1    2    3 
"2601"        0.400          ( 144.733      , 12.29        )     No           3          1    2    3 
"2602"        0.400          ( 146.464      , 19.067       )     No           3          1    2    3 
"2603"        0.400          ( 151.054      , 21.714       )     No           3          1    2    3 
"2604"        0.400          ( 149.789      , 19.125       )     No           3          1    2    3 
"2605"        0.400          ( 150.769      , 38.131       )     No           3          1    2    3 
"2606"        0.400          ( 194.757      , 56.262       )     No           3          1    2    3 
"2607"        0.400          ( 190.960999   , 57.711       )     No           3          1    2    3 
"2608"        0.400          ( 248.220001   , 147.47       )     No           3          1    2    3 
"2609"        0.400          ( 247.823999   , 145.937      )     No           3          1    2    3 
"2610"        0.400          ( 249.001001   , 151.535999   )     No           3          1    2    3 
"2611"        0.400          ( 245.047      , 123.843      )     No           3          1    2    3 
"2612"        0.400          ( 245.047      , 123.843      )     No           3          1    2    3 
"2613"        0.400          ( 186.677      , 180.202999   )     No           3          1    2    3 
"2614"        0.400          ( 186.356999   , 176.317      )     No           3          1    2    3 
"2615"        0.400          ( 186.658      , 162.072001   )     No           3          1    2    3 
"2616"        0.400          ( 191.119999   , 164.992      )     No           3          1    2    3 
"2617"        0.400          ( 174.757      , 167.38       )     No           3          1    2    3 
"2618"        0.400          ( 165.982999   , 165.45       )     No           3          1    2    3 
"2619"        0.400          ( 144.396999   , 10.972       )     No           3          1    2    3 
"2620"        0.400          ( 148.448      , 11.403       )     No           3          1    2    3 
"2621"        0.400          ( 147.568999   , 10.332       )     No           3          1    2    3 
"2622"        0.400          ( 146.534999   , 18.893       )     No           3          1    2    3 
"2623"        0.400          ( 150.997001   , 22.203       )     No           3          1    2    3 
"2624"        0.400          ( 149.951999   , 19.25        )     No           3          1    2    3 
"2625"        0.400          ( 151.017999   , 38.414       )     No           3          1    2    3 
"2626"        0.400          ( 194.704001   , 55.7         )     No           3          1    2    3 
"2627"        0.400          ( 190.925999   , 57.713       )     No           3          1    2    3 
"2628"        0.400          ( 248.714      , 149.629      )     No           3          1    2    3 
"2629"        0.400          ( 247.667      , 145.405      )     No           3          1    2    3 
"2630"        0.400          ( 249.037999   , 153.074      )     No           3          1    2    3 
"2631"        0.400          ( 245.058      , 123.954      )     No           3          1    2    3 
"2632"        0.400          ( 245.058      , 123.954      )     No           3          1    2    3 
"2633"        0.400          ( 186.677      , 180.568      )     No           3          1    2    3 
"2634"        0.400          ( 186.449001   , 176.592      )     No           3          1    2    3 
"2635"        0.400          ( 186.536      , 161.563      )     No           3          1    2    3 
"2636"        0.400          ( 191.431      , 164.917      )     No           3          1    2    3 
"2637"        0.400          ( 174.757      , 167.582      )     No           3          1    2    3 
"2638"        0.400          ( 165.891      , 165.29       )     No           3          1    2    3 
"2639"        0.400          ( 143.645999   , 7.39         )     No           3          1    2    3 
"2640"        0.400          ( 154.875      , 11.311       )     No           3          1    2    3 
"2641"        0.400          ( 154.025      , 7.411        )     No           3          1    2    3 
"2642"        0.400          ( 146.600001   , 18.718       )     No           3          1    2    3 
"2643"        0.400          ( 150.928999   , 22.635       )     No           3          1    2    3 
"2644"        0.400          ( 150.012      , 19.31        )     No           3          1    2    3 
"2645"        0.400          ( 152.075      , 39.334       )     No           3          1    2    3 
"2646"        0.400          ( 194.7        , 54.837       )     No           3          1    2    3 
"2647"        0.400          ( 190.882      , 57.719001    )     No           3          1    2    3 
"2648"        0.400          ( 248.749999   , 149.916      )     No           3          1    2    3 
"2649"        0.400          ( 247.520001   , 144.924      )     No           3          1    2    3 
"2650"        0.400          ( 249.11       , 154.215      )     No           3          1    2    3 
"2651"        0.400          ( 245.049      , 124.066      )     No           3          1    2    3 
"2652"        0.400          ( 245.049      , 124.066      )     No           3          1    2    3 
"2653"        0.400          ( 186.539999   , 180.843      )     No           3          1    2    3 
"2654"        0.400          ( 186.585999   , 177.14       )     No           3          1    2    3 
"2655"        0.400          ( 186.124      , 159.962      )     No           3          1    2    3 
"2656"        0.400          ( 191.679      , 164.929      )     No           3          1    2    3 
"2657"        0.400          ( 174.702      , 167.802      )     No           3          1    2    3 
"2658"        0.400          ( 165.84705889 , 165.03073821 )     No           3          1    2    3 
"2659"        0.400          ( 142.826      , 3.475        )     No           3          1    2    3 
"2660"        0.400          ( 159.999999   , 9.261001     )     No           3          1    2    3 
"2661"        0.400          ( 159          , 5.261        )     No           3          1    2    3 
"2662"        0.400          ( 146.707      , 18.624999    )     No           3          1    2    3 
"2663"        0.400          ( 150.118      , 19.357001    )     No           3          1    2    3 
"2664"        0.400          ( 152.59       , 39.701       )     No           3          1    2    3 
"2665"        0.400          ( 194.759      , 54.452       )     No           3          1    2    3 
"2666"        0.400          ( 190.847      , 57.73        )     No           3          1    2    3 
"2667"        0.400          ( 248.762      , 150.088      )     No           3          1    2    3 
"2668"        0.400          ( 247.275001   , 144.192      )     No           3          1    2    3 
"2669"        0.400          ( 249.266      , 155.593      )     No           3          1    2    3 
"2670"        0.400          ( 245.02       , 124.173      )     No           3          1    2    3 
"2671"        0.400          ( 245.02       , 124.173      )     No           3          1    2    3 
"2672"        0.400          ( 186.167      , 181.154      )     No           3          1    2    3 
"2673"        0.400          ( 186.905999   , 178.283      )     No           3          1    2    3 
"2674"        0.400          ( 186.002001   , 159.38       )     No           3          1    2    3 
"2675"        0.400          ( 191.889999   , 165.029      )     No           3          1    2    3 
"2676"        0.400          ( 174.463      , 167.967      )     No           3          1    2    3 
"2677"        0.400          ( 165.900001   , 165.007      )     No           3          1    2    3 
"2678"        0.400          ( 142.824999   , 3.144999     )     No           3          1    2    3 
"2679"        0.400          ( 146.836      , 18.604       )     No           3          1    2    3 
"2680"        0.400          ( 159.216      , 17.664       )     No           3          1    2    3 
"2681"        0.400          ( 153.435      , 40.215       )     No           3          1    2    3 
"2682"        0.400          ( 194.975      , 53.560001    )     No           3          1    2    3 
"2683"        0.400          ( 181.954      , 62.201       )     No           3          1    2    3 
"2684"        0.400          ( 248.755      , 150.188      )     No           3          1    2    3 
"2685"        0.400          ( 247.034      , 143.532001   )     No           3          1    2    3 
"2686"        0.400          ( 249.199      , 155.55       )     No           3          1    2    3 
"2687"        0.400          ( 249.223999   , 155.637999   )     No           3          1    2    3 
"2688"        0.400          ( 249.335001   , 156.159      )     No           3          1    2    3 
"2689"        0.400          ( 244.972      , 124.274      )     No           3          1    2    3 
"2690"        0.400          ( 244.972      , 124.274      )     No           3          1    2    3 
"2691"        0.400          ( 180.537      , 183.316      )     No           3          1    2    3 
"2692"        0.400          ( 187.043      , 178.923      )     No           3          1    2    3 
"2693"        0.400          ( 186.002001   , 159.161      )     No           3          1    2    3 
"2694"        0.400          ( 192.064      , 165.141001   )     No           3          1    2    3 
"2695"        0.400          ( 173.747      , 168.131999   )     No           3          1    2    3 
"2696"        0.400          ( 165.935001   , 164.998      )     No           3          1    2    3 
"2697"        0.400          ( 142.88       , 2.842        )     No           3          1    2    3 
"2698"        0.400          ( 146.905      , 18.613       )     No           3          1    2    3 
"2699"        0.400          ( 159.498      , 17.382       )     No           3          1    2    3 
"2700"        0.400          ( 155.113      , 41.083       )     No           3          1    2    3 
"2701"        0.400          ( 195.196      , 53.149       )     No           3          1    2    3 
"2702"        0.400          ( 179.999999   , 63.261       )     No           3          1    2    3 
"2703"        0.400          ( 248.716      , 150.371999   )     No           3          1    2    3 
"2704"        0.400          ( 246.633      , 142.513      )     No           3          1    2    3 
"2705"        0.400          ( 249.148      , 155.51       )     No           3          1    2    3 
"2706"        0.400          ( 249.172999   , 155.714      )     No           3          1    2    3 
"2707"        0.400          ( 249.398      , 156.517      )     No           3          1    2    3 
"2708"        0.400          ( 244.907      , 124.365      )     No           3          1    2    3 
"2709"        0.400          ( 244.907      , 124.365      )     No           3          1    2    3 
"2710"        0.400          ( 179.803      , 183.535      )     No           3          1    2    3 
"2711"        0.400          ( 187.455      , 179.288      )     No           3          1    2    3 
"2712"        0.400          ( 186.124      , 158.992      )     No           3          1    2    3 
"2713"        0.400          ( 192.214      , 165.29       )     No           3          1    2    3 
"2714"        0.400          ( 169.375      , 169.032      )     No           3          1    2    3 
"2715"        0.400          ( 165.969      , 164.99       )     No           3          1    2    3 
"2716"        0.400          ( 143.045      , 2.676        )     No           3          1    2    3 
"2717"        0.400          ( 146.957      , 18.631       )     No           3          1    2    3 
"2718"        0.400          ( 159.639      , 17.03        )     No           3          1    2    3 
"2719"        0.400          ( 161.499999   , 44.452       )     No           3          1    2    3 
"2720"        0.400          ( 195.475      , 52.729       )     No           3          1    2    3 
"2721"        0.400          ( 248.649      , 150.515999   )     No           3          1    2    3 
"2722"        0.400          ( 246.388      , 141.918      )     No           3          1    2    3 
"2723"        0.400          ( 249.094      , 155.45       )     No           3          1    2    3 
"2724"        0.400          ( 249.149001   , 155.776      )     No           3          1    2    3 
"2725"        0.400          ( 249.465999   , 156.793001   )     No           3          1    2    3 
"2726"        0.400          ( 244.826      , 124.442      )     No           3          1    2    3 
"2727"        0.400          ( 244.826      , 124.442      )     No           3          1    2    3 
"2728"        0.400          ( 179.34       , 183.667      )     No           3          1    2    3 
"2729"        0.400          ( 187.958      , 179.334      )     No           3          1    2    3 
"2730"        0.400          ( 186.305999   , 158.906      )     No           3          1    2    3 
"2731"        0.400          ( 192.301      , 165.501      )     No           3          1    2    3 
"2732"        0.400          ( 167.869      , 169.27       )     No           3          1    2    3 
"2733"        0.400          ( 166.03474412 , 164.97777056 )     No           3          1    2    3 
"2734"        0.400          ( 143.459      , 2.483        )     No           3          1    2    3 
"2735"        0.400          ( 147.064      , 18.712001    )     No           3          1    2    3 
"2736"        0.400          ( 159.675001   , 16.511       )     No           3          1    2    3 
"2737"        0.400          ( 196.161001   , 52.037       )     No           3          1    2    3 
"2738"        0.400          ( 248.536      , 150.658      )     No           3          1    2    3 
"2739"        0.400          ( 246.274      , 141.666001   )     No           3          1    2    3 
"2740"        0.400          ( 249.045      , 155.382      )     No           3          1    2    3 
"2741"        0.400          ( 249.104      , 155.911      )     No           3          1    2    3 
"2742"        0.400          ( 249.554      , 157.13       )     No           3          1    2    3 
"2743"        0.400          ( 244.732999   , 124.503      )     No           3          1    2    3 
"2744"        0.400          ( 244.732999   , 124.503      )     No           3          1    2    3 
"2745"        0.400          ( 178.844      , 183.783      )     No           3          1    2    3 
"2746"        0.400          ( 188.553      , 179.288      )     No           3          1    2    3 
"2747"        0.400          ( 186.674      , 158.814      )     No           3          1    2    3 
"2748"        0.400          ( 192.32675217 , 165.67679688 )     No           3          1    2    3 
"2749"        0.400          ( 167.465      , 169.38       )     No           3          1    2    3 
"2750"        0.400          ( 166.119999   , 165.197999   )     No           3          1    2    3 
"2751"        0.400          ( 161          , 163.261      )     No           3          1    2    3 
"2752"        0.400          ( 144.149      , 2.207999     )     No           3          1    2    3 
"2753"        0.400          ( 147.156999   , 18.805       )     No           3          1    2    3 
"2754"        0.400          ( 161          , 13.261       )     No           3          1    2    3 
"2755"        0.400          ( 163.000001   , 21.261       )     No           3          1    2    3 
"2756"        0.400          ( 196.403001   , 51.836       )     No           3          1    2    3 
"2757"        0.400          ( 248.367      , 150.823      )     No           3          1    2    3 
"2758"        0.400          ( 246.164      , 141.443      )     No           3          1    2    3 
"2759"        0.400          ( 249.012      , 155.315001   )     No           3          1    2    3 
"2760"        0.400          ( 249.088      , 156.044      )     No           3          1    2    3 
"2761"        0.400          ( 249.608999   , 157.291      )     No           3          1    2    3 
"2762"        0.400          ( 244.63       , 124.547001   )     No           3          1    2    3 
"2763"        0.400          ( 244.63       , 124.547001   )     No           3          1    2    3 
"2764"        0.400          ( 178.364      , 183.832      )     No           3          1    2    3 
"2765"        0.400          ( 189.742001   , 179.06       )     No           3          1    2    3 
"2766"        0.400          ( 186.73156294 , 158.73       )     No           3          1    2    3 
"2767"        0.400          ( 192.207      , 165.716      )     No           3          1    2    3 
"2768"        0.400          ( 194.999999   , 166.261      )     No           3          1    2    3 
"2769"        0.400          ( 167.207999   , 169.509001   )     No           3          1    2    3 
"2770"        0.400          ( 166.14       , 165.224001   )     No           3          1    2    3 
"2771"        0.400          ( 146.000001   , 1.877        )     No           3          1    2    3 
"2772"        0.400          ( 147.22       , 18.902       )     No           3          1    2    3 
"2773"        0.400          ( 196.807001   , 51.603001    )     No           3          1    2    3 
"2774"        0.400          ( 248.165999   , 150.914      )     No           3          1    2    3 
"2775"        0.400          ( 246.077001   , 141.32       )     No           3          1    2    3 
"2776"        0.400          ( 248.969      , 155.187      )     No           3          1    2    3 
"2777"        0.400          ( 249.088      , 156.195999   )     No           3          1    2    3 
"2778"        0.400          ( 249.705      , 157.529      )     No           3          1    2    3 
"2779"        0.400          ( 244.522      , 124.572      )     No           3          1    2    3 
"2780"        0.400          ( 244.522      , 124.572      )     No           3          1    2    3 
"2781"        0.400          ( 177.719      , 183.898      )     No           3          1    2    3 
"2782"        0.400          ( 191.343      , 178.649      )     No           3          1    2    3 
"2783"        0.400          ( 186.73250025 , 158.65125    )     No           3          1    2    3 
"2784"        0.400          ( 192.175      , 165.716      )     No           3          1    2    3 
"2785"        0.400          ( 167.078999   , 169.619      )     No           3          1    2    3 
"2786"        0.400          ( 166.191001   , 165.245      )     No           3          1    2    3 
"2787"        0.400          ( 155.51       , 0.054999999993)     No           3          1    2    3 
"2788"        0.400          ( 147.282      , 19.15        )     No           3          1    2    3 
"2789"        0.400          ( 197.166      , 51.485001    )     No           3          1    2    3 
"2790"        0.400          ( 243.927999   , 151.840999   )     No           3          1    2    3 
"2791"        0.400          ( 245.973999   , 141.215      )     No           3          1    2    3 
"2792"        0.400          ( 248.926      , 154.809      )     No           3          1    2    3 
"2793"        0.400          ( 249.153      , 156.568      )     No           3          1    2    3 
"2794"        0.400          ( 249.844      , 157.823      )     No           3          1    2    3 
"2795"        0.400          ( 234.904      , 126.844      )     No           3          1    2    3 
"2796"        0.400          ( 234.904      , 126.844      )     No           3          1    2    3 
"2797"        0.400          ( 176.975      , 183.931      )     No           3          1    2    3 
"2798"        0.400          ( 191.983      , 178.602999   )     No           3          1    2    3 
"2799"        0.400          ( 186.68832813 , 158.571875   )     No           3          1    2    3 
"2800"        0.400          ( 192.120688   , 165.71112519 )     No           3          1    2    3 
"2801"        0.400          ( 167.011      , 169.757999   )     No           3          1    2    3 
"2802"        0.400          ( 166.281      , 165.267      )     No           3          1    2    3 
"2803"        0.400          ( 155.785      , 0            )     No           3          1    2    3 
"2804"        0.400          ( 147.357001   , 19.18        )     No           3          1    2    3 
"2805"        0.400          ( 197.410001   , 51.399       )     No           3          1    2    3 
"2806"        0.400          ( 197.301999   , 51.345999    )     No           3          1    2    3 
"2807"        0.400          ( 243.677      , 151.887      )     No           3          1    2    3 
"2808"        0.400          ( 245.852      , 141.125999   )     No           3          1    2    3 
"2809"        0.400          ( 248.861001   , 154.237      )     No           3          1    2    3 
"2810"        0.400          ( 249.223999   , 156.855      )     No           3          1    2    3 
"2811"        0.400          ( 249.977999   , 158.121      )     No           3          1    2    3 
"2812"        0.400          ( 234.747001   , 126.867      )     No           3          1    2    3 
"2813"        0.400          ( 234.747001   , 126.867      )     No           3          1    2    3 
"2814"        0.400          ( 176.413      , 183.865      )     No           3          1    2    3 
"2815"        0.400          ( 192.395      , 178.694001   )     No           3          1    2    3 
"2816"        0.400          ( 186.266001   , 158.711001   )     No           3          1    2    3 
"2817"        0.400          ( 194          , 157.261      )     No           3          1    2    3 
"2818"        0.400          ( 192.052001   , 165.501      )     No           3          1    2    3 
"2819"        0.400          ( 166.986999   , 169.876      )     No           3          1    2    3 
"2820"        0.400          ( 166.671      , 165.197999   )     No           3          1    2    3 
"2821"        0.400          ( 155.95       , 0            )     No           3          1    2    3 
"2822"        0.400          ( 147.443001   , 19.18        )     No           3          1    2    3 
"2823"        0.400          ( 197.834      , 51.296       )     No           3          1    2    3 
"2824"        0.400          ( 197.411      , 51.174       )     No           3          1    2    3 
"2825"        0.400          ( 243.56       , 151.897      )     No           3          1    2    3 
"2826"        0.400          ( 245.596      , 140.971      )     No           3          1    2    3 
"2827"        0.400          ( 248.757999   , 153.523999   )     No           3          1    2    3 
"2828"        0.400          ( 249.314      , 157.202      )     No           3          1    2    3 
"2829"        0.400          ( 250.046      , 158.283      )     No           3          1    2    3 
"2830"        0.400          ( 234.589      , 126.861      )     No           3          1    2    3 
"2831"        0.400          ( 234.589      , 126.861      )     No           3          1    2    3 
"2832"        0.400          ( 175.734999   , 183.75       )     No           3          1    2    3 
"2833"        0.400          ( 192.624      , 178.831      )     No           3          1    2    3 
"2834"        0.400          ( 186.027      , 158.725      )     No           3          1    2    3 
"2835"        0.400          ( 191.965      , 165.364      )     No           3          1    2    3 
"2836"        0.400          ( 167.21544857 , 170.16007891 )     No           3          1    2    3 
"2837"        0.400          ( 167.199      , 165.06       )     No           3          1    2    3 
"2838"        0.400          ( 156.087      , 0.16499999998)     No           3          1    2    3 
"2839"        0.400          ( 147.582      , 19.18        )     No           3          1    2    3 
"2840"        0.400          ( 198.254999   , 51.209       )     No           3          1    2    3 
"2841"        0.400          ( 197.465      , 51.012       )     No           3          1    2    3 
"2842"        0.400          ( 243.453999   , 151.894      )     No           3          1    2    3 
"2843"        0.400          ( 245.378999   , 140.894      )     No           3          1    2    3 
"2844"        0.400          ( 248.716      , 153.391      )     No           3          1    2    3 
"2845"        0.400          ( 249.375001   , 157.378      )     No           3          1    2    3 
"2846"        0.400          ( 250.101      , 158.407      )     No           3          1    2    3 
"2847"        0.400          ( 234.433999   , 126.827001   )     No           3          1    2    3 
"2848"        0.400          ( 234.433999   , 126.827001   )     No           3          1    2    3 
"2849"        0.400          ( 174.975      , 183.617      )     No           3          1    2    3 
"2850"        0.400          ( 192.761      , 179.151      )     No           3          1    2    3 
